Point,Corner,C1,L1,C2,L2,Pass/Fail,fc,PhaseMargin,GainMargin
290.0,nom,1e-06,3.378e-05,9.333e-06,8.889e-05,,3.883e3,55.21,20.47
291.0,nom,1e-06,3.378e-05,9.333e-06,9.333e-05,,3.895e3,54.95,18.94
292.0,nom,1e-06,3.378e-05,9.333e-06,9.778e-05,,3.902e3,54.48,18.03
293.0,nom,1e-06,3.378e-05,9.333e-06,0.0001022,,3.911e3,54.1,17.54
294.0,nom,1e-06,3.378e-05,9.333e-06,0.00010669999999999999,,3.92e3,53.74,17.43
295.0,nom,1e-06,3.378e-05,9.333e-06,0.0001111,,3.934e3,53.51,17.63
296.0,nom,1e-06,3.378e-05,9.333e-06,0.00011559999999999999,,3.946e3,53.24,17.94
297.0,nom,1e-06,3.378e-05,9.333e-06,0.00011999999999999999,,3.951e3,52.6,18
298.0,nom,1e-06,3.378e-05,9.778e-06,0.0001,,3.81e3,53.72,18.07
299.0,nom,1e-06,3.378e-05,9.778e-06,8e-05,,3.784e3,55.59,20.67
300.0,nom,1e-06,3.378e-05,9.778e-06,8.444e-05,,3.776e3,54.81,22.89
301.0,nom,1e-06,3.378e-05,9.778e-06,8.889e-05,,3.781e3,54.4,21.01
302.0,nom,1e-06,3.378e-05,9.778e-06,9.333e-05,,3.798e3,54.28,19.17
303.0,nom,1e-06,3.378e-05,9.778e-06,9.778e-05,,3.806e3,53.91,18.33
304.0,nom,1e-06,3.378e-05,9.778e-06,0.0001022,,3.814e3,53.51,17.89
305.0,nom,1e-06,3.378e-05,9.778e-06,0.00010669999999999999,,3.825e3,53.27,17.99
306.0,nom,1e-06,3.378e-05,9.778e-06,0.0001111,,3.833e3,52.79,17.89
307.0,nom,1e-06,3.378e-05,9.778e-06,0.00011559999999999999,,3.847e3,52.63,18.31
308.0,nom,1e-06,3.378e-05,9.778e-06,0.00011999999999999999,,3.853e3,52.05,18.44
309.0,nom,1e-06,3.378e-05,1.022e-05,0.0001,,3.719e3,53.14,18.41
310.0,nom,1e-06,3.378e-05,1.022e-05,8e-05,,3.693e3,54.91,21.12
311.0,nom,1e-06,3.378e-05,1.022e-05,8.444e-05,,3.686e3,54.22,22.97
312.0,nom,1e-06,3.378e-05,1.022e-05,8.889e-05,,3.696e3,53.94,20.83
313.0,nom,1e-06,3.378e-05,1.022e-05,9.333e-05,,3.706e3,53.66,19.4
314.0,nom,1e-06,3.378e-05,1.022e-05,9.778e-05,,3.713e3,53.29,18.62
315.0,nom,1e-06,3.378e-05,1.022e-05,0.0001022,,3.724e3,53.02,18.31
316.0,nom,1e-06,3.378e-05,1.022e-05,0.00010669999999999999,,3.734e3,52.68,18.29
317.0,nom,1e-06,3.378e-05,1.022e-05,0.0001111,,3.742e3,52.31,18.38
318.0,nom,1e-06,3.378e-05,1.022e-05,0.00011559999999999999,,3.754e3,52.07,18.75
319.0,nom,1e-06,3.378e-05,1.022e-05,0.00011999999999999999,,3.763e3,51.73,19.05
320.0,nom,1e-06,3.378e-05,1.067e-05,0.0001,,3.627e3,52.46,18.64
321.0,nom,1e-06,3.378e-05,1.067e-05,8e-05,,3.606e3,54.24,21.4
322.0,nom,1e-06,3.378e-05,1.067e-05,8.444e-05,,3.598e3,53.58,23.08
323.0,nom,1e-06,3.378e-05,1.067e-05,8.889e-05,,3.604e3,53.23,21.17
324.0,nom,1e-06,3.378e-05,1.067e-05,9.333e-05,,3.619e3,53.09,19.61
325.0,nom,1e-06,3.378e-05,1.067e-05,9.778e-05,,3.628e3,52.79,18.92
326.0,nom,1e-06,3.378e-05,1.067e-05,0.0001022,,3.631e3,52.25,18.49
327.0,nom,1e-06,3.378e-05,1.067e-05,0.00010669999999999999,,3.638e3,51.88,18.39
328.0,nom,1e-06,3.378e-05,1.067e-05,0.0001111,,3.653e3,51.75,18.78
329.0,nom,1e-06,3.378e-05,1.067e-05,0.00011559999999999999,,3.664e3,51.51,19.12
330.0,nom,1e-06,3.378e-05,1.067e-05,0.00011999999999999999,,3.67e3,51.05,19.3
331.0,nom,1e-06,3.378e-05,1.111e-05,0.0001,,3.543e3,51.91,18.98
332.0,nom,1e-06,3.378e-05,1.111e-05,8e-05,,3.521e3,53.59,21.76
333.0,nom,1e-06,3.378e-05,1.111e-05,8.444e-05,,3.511e3,52.92,23.52
334.0,nom,1e-06,3.378e-05,1.111e-05,8.889e-05,,3.522e3,52.74,21.22
335.0,nom,1e-06,3.378e-05,1.111e-05,9.333e-05,,3.529e3,52.33,19.85
336.0,nom,1e-06,3.378e-05,1.111e-05,9.778e-05,,3.538e3,52.04,19.14
337.0,nom,1e-06,3.378e-05,1.111e-05,0.0001022,,3.546e3,51.7,18.82
338.0,nom,1e-06,3.378e-05,1.111e-05,0.00010669999999999999,,3.554e3,51.41,18.82
339.0,nom,1e-06,3.378e-05,1.111e-05,0.0001111,,3.568e3,51.23,19.19
340.0,nom,1e-06,3.378e-05,1.111e-05,0.00011559999999999999,,3.573e3,50.81,19.34
341.0,nom,1e-06,3.378e-05,1.111e-05,0.00011999999999999999,,3.584e3,50.59,19.78
342.0,nom,1e-06,3.378e-05,1.156e-05,0.0001,,3.46e3,51.29,19.23
343.0,nom,1e-06,3.378e-05,1.156e-05,8e-05,,3.441e3,52.98,22.08
344.0,nom,1e-06,3.378e-05,1.156e-05,8.444e-05,,3.43e3,52.34,23.48
345.0,nom,1e-06,3.378e-05,1.156e-05,8.889e-05,,3.447e3,51.91,20.94
346.0,nom,1e-06,3.378e-05,1.156e-05,9.333e-05,,3.448e3,51.79,20.13
347.0,nom,1e-06,3.378e-05,1.156e-05,9.778e-05,,3.458e3,51.36,19.4
348.0,nom,1e-06,3.378e-05,1.156e-05,0.0001022,,3.466e3,51.22,19.24
349.0,nom,1e-06,3.378e-05,1.156e-05,0.00010669999999999999,,3.474e3,50.89,19.24
350.0,nom,1e-06,3.378e-05,1.156e-05,0.0001111,,3.483e3,50.64,19.46
351.0,nom,1e-06,3.378e-05,1.156e-05,0.00011559999999999999,,3.492e3,50.4,19.86
352.0,nom,1e-06,3.378e-05,1.156e-05,0.00011999999999999999,,3.495e3,49.86,19.88
353.0,nom,1e-06,3.378e-05,1.2e-05,0.0001,,3.384e3,50.89,19.63
354.0,nom,1e-06,3.378e-05,1.2e-05,8e-05,,3.362e3,52.39,22.29
355.0,nom,1e-06,3.378e-05,1.2e-05,8.444e-05,,3.353e3,51.77,23.6
356.0,nom,1e-06,3.378e-05,1.2e-05,8.889e-05,,3.358e3,51.43,21.67
357.0,nom,1e-06,3.378e-05,1.2e-05,9.333e-05,,3.371e3,51.24,20.32
358.0,nom,1e-06,3.378e-05,1.2e-05,9.778e-05,,3.377e3,50.88,19.66
359.0,nom,1e-06,3.378e-05,1.2e-05,0.0001022,,3.386e3,50.64,19.5
360.0,nom,1e-06,3.378e-05,1.2e-05,0.00010669999999999999,,3.392e3,50.28,19.45
361.0,nom,1e-06,3.378e-05,1.2e-05,0.0001111,,3.403e3,50.1,19.8
362.0,nom,1e-06,3.378e-05,1.2e-05,0.00011559999999999999,,3.412e3,49.8,20.22
363.0,nom,1e-06,3.378e-05,1.2e-05,0.00011999999999999999,,3.414e3,49.36,20.31
364.0,nom,1e-06,3.556e-05,1e-05,0.0001,,3.76e3,52.94,16.76
365.0,nom,1e-06,3.556e-05,1e-05,8e-05,,3.717e3,54.33,23.5
366.0,nom,1e-06,3.556e-05,1e-05,8.444e-05,,3.727e3,54.03,21.32
367.0,nom,1e-06,3.556e-05,1e-05,8.889e-05,,3.734e3,53.65,19.22
368.0,nom,1e-06,3.556e-05,1e-05,9.333e-05,,3.768e3,54.22,17.75
369.0,nom,1e-06,3.556e-05,1e-05,9.778e-05,,3.752e3,53.06,17.06
370.0,nom,1e-06,3.556e-05,1e-05,0.0001022,,3.762e3,52.65,16.54
371.0,nom,1e-06,3.556e-05,1e-05,0.00010669999999999999,,3.771e3,52.3,16.47
372.0,nom,1e-06,3.556e-05,1e-05,0.0001111,,3.778e3,51.87,16.53
373.0,nom,1e-06,3.556e-05,1e-05,0.00011559999999999999,,3.789e3,51.5,16.85
374.0,nom,1e-06,3.556e-05,1e-05,0.00011999999999999999,,3.8e3,51.27,17.26
375.0,nom,1e-06,3.556e-05,8e-06,0.0001,,4.238e3,55.43,15.15
376.0,nom,1e-06,3.556e-05,8e-06,8e-05,,4.166e3,57.25,22.16
377.0,nom,1e-06,3.556e-05,8e-06,8.444e-05,,4.182e3,56.86,21.75
378.0,nom,1e-06,3.556e-05,8e-06,8.889e-05,,4.201e3,56.58,18.84
379.0,nom,1e-06,3.556e-05,8e-06,9.333e-05,,4.218e3,56.23,16.86
380.0,nom,1e-06,3.556e-05,8e-06,9.778e-05,,4.236e3,55.81,15.63
381.0,nom,1e-06,3.556e-05,8e-06,0.0001022,,4.244e3,55.14,14.83
382.0,nom,1e-06,3.556e-05,8e-06,0.00010669999999999999,,4.272e3,55.01,14.81
383.0,nom,1e-06,3.556e-05,8e-06,0.0001111,,4.288e3,54.55,14.81
384.0,nom,1e-06,3.556e-05,8e-06,0.00011559999999999999,,4.303e3,54,14.87
385.0,nom,1e-06,3.556e-05,8e-06,0.00011999999999999999,,4.331e3,53.88,15.45
386.0,nom,1e-06,3.556e-05,8.443999999999999e-06,0.0001,,4.11e3,54.92,15.52
387.0,nom,1e-06,3.556e-05,8.443999999999999e-06,8e-05,,4.053e3,56.45,24.29
388.0,nom,1e-06,3.556e-05,8.443999999999999e-06,8.444e-05,,4.065e3,56.12,22.27
389.0,nom,1e-06,3.556e-05,8.443999999999999e-06,8.889e-05,,4.081e3,55.93,18.86
390.0,nom,1e-06,3.556e-05,8.443999999999999e-06,9.333e-05,,4.115e3,56.66,16.7
391.0,nom,1e-06,3.556e-05,8.443999999999999e-06,9.778e-05,,4.102e3,55.18,15.89
392.0,nom,1e-06,3.556e-05,8.443999999999999e-06,0.0001022,,4.109e3,54.62,15.2
393.0,nom,1e-06,3.556e-05,8.443999999999999e-06,0.00010669999999999999,,4.124e3,54.47,15.28
394.0,nom,1e-06,3.556e-05,8.443999999999999e-06,0.0001111,,4.134e3,54.02,15.35
395.0,nom,1e-06,3.556e-05,8.443999999999999e-06,0.00011559999999999999,,4.145e3,53.52,15.37
396.0,nom,1e-06,3.556e-05,8.443999999999999e-06,0.00011999999999999999,,4.16e3,53.35,15.89
397.0,nom,1e-06,3.556e-05,8.888999999999999e-06,0.0001,,4.002e3,54.38,15.89
398.0,nom,1e-06,3.556e-05,8.888999999999999e-06,8e-05,,3.95e3,55.8,24.55
399.0,nom,1e-06,3.556e-05,8.888999999999999e-06,8.444e-05,,3.967e3,55.68,21.1
400.0,nom,1e-06,3.556e-05,8.888999999999999e-06,8.889e-05,,3.976e3,55.27,18.91
401.0,nom,1e-06,3.556e-05,8.888999999999999e-06,9.333e-05,,3.987e3,54.94,17.16
402.0,nom,1e-06,3.556e-05,8.888999999999999e-06,9.778e-05,,3.997e3,54.58,16.19
403.0,nom,1e-06,3.556e-05,8.888999999999999e-06,0.0001022,,4.003e3,54.03,15.56
404.0,nom,1e-06,3.556e-05,8.888999999999999e-06,0.00010669999999999999,,4.016e3,53.73,15.49
405.0,nom,1e-06,3.556e-05,8.888999999999999e-06,0.0001111,,4.03e3,53.54,15.77
406.0,nom,1e-06,3.556e-05,8.888999999999999e-06,0.00011559999999999999,,4.036e3,52.93,15.78
407.0,nom,1e-06,3.556e-05,8.888999999999999e-06,0.00011999999999999999,,4.05e3,52.71,16.27
408.0,nom,1e-06,3.556e-05,9.333e-06,0.0001,,3.899e3,53.67,16.13
409.0,nom,1e-06,3.556e-05,9.333e-06,8e-05,,3.854e3,55.21,23.89
410.0,nom,1e-06,3.556e-05,9.333e-06,8.444e-05,,3.87e3,55.09,21.19
411.0,nom,1e-06,3.556e-05,9.333e-06,8.889e-05,,3.877e3,54.65,18.98
412.0,nom,1e-06,3.556e-05,9.333e-06,9.333e-05,,3.91e3,55.27,17.31
413.0,nom,1e-06,3.556e-05,9.333e-06,9.778e-05,,3.896e3,53.93,16.46
414.0,nom,1e-06,3.556e-05,9.333e-06,0.0001022,,3.903e3,53.44,15.93
415.0,nom,1e-06,3.556e-05,9.333e-06,0.00010669999999999999,,3.915e3,53.17,15.92
416.0,nom,1e-06,3.556e-05,9.333e-06,0.0001111,,3.925e3,52.83,16.06
417.0,nom,1e-06,3.556e-05,9.333e-06,0.00011559999999999999,,3.934e3,52.37,16.22
418.0,nom,1e-06,3.556e-05,9.333e-06,0.00011999999999999999,,3.944e3,52,16.53
419.0,nom,1e-06,3.556e-05,9.778e-06,0.0001,,3.801e3,53.02,16.4
420.0,nom,1e-06,3.556e-05,9.778e-06,8e-05,,3.763e3,54.66,23.08
421.0,nom,1e-06,3.556e-05,9.778e-06,8.444e-05,,3.773e3,54.35,21.27
422.0,nom,1e-06,3.556e-05,9.778e-06,8.889e-05,,3.781e3,53.99,19.12
423.0,nom,1e-06,3.556e-05,9.778e-06,9.333e-05,,3.79e3,53.65,17.59
424.0,nom,1e-06,3.556e-05,9.778e-06,9.778e-05,,3.8e3,53.33,16.75
425.0,nom,1e-06,3.556e-05,9.778e-06,0.0001022,,3.811e3,53,16.44
426.0,nom,1e-06,3.556e-05,9.778e-06,0.00010669999999999999,,3.822e3,52.74,16.47
427.0,nom,1e-06,3.556e-05,9.778e-06,0.0001111,,3.827e3,52.22,16.41
428.0,nom,1e-06,3.556e-05,9.778e-06,0.00011559999999999999,,3.839e3,51.96,16.79
429.0,nom,1e-06,3.556e-05,9.778e-06,0.00011999999999999999,,3.847e3,51.56,17.13
430.0,nom,1e-06,3.556e-05,1.022e-05,0.0001,,3.71e3,52.48,16.76
431.0,nom,1e-06,3.556e-05,1.022e-05,8e-05,,3.672e3,53.99,23.61
432.0,nom,1e-06,3.556e-05,1.022e-05,8.444e-05,,3.679e3,53.63,21.7
433.0,nom,1e-06,3.556e-05,1.022e-05,8.889e-05,,3.691e3,53.44,19.25
434.0,nom,1e-06,3.556e-05,1.022e-05,9.333e-05,,3.711e3,53.48,17.86
435.0,nom,1e-06,3.556e-05,1.022e-05,9.778e-05,,3.707e3,52.78,17.27
436.0,nom,1e-06,3.556e-05,1.022e-05,0.0001022,,3.714e3,52.3,16.62
437.0,nom,1e-06,3.556e-05,1.022e-05,0.00010669999999999999,,3.728e3,52.16,16.8
438.0,nom,1e-06,3.556e-05,1.022e-05,0.0001111,,3.733e3,51.57,16.76
439.0,nom,1e-06,3.556e-05,1.022e-05,0.00011559999999999999,,3.747e3,51.44,17.25
440.0,nom,1e-06,3.556e-05,1.022e-05,0.00011999999999999999,,3.756e3,51.12,17.61
441.0,nom,1e-06,3.556e-05,1.067e-05,0.0001,,3.624e3,51.98,17.17
442.0,nom,1e-06,3.556e-05,1.067e-05,8e-05,,3.585e3,53.38,23.78
443.0,nom,1e-06,3.556e-05,1.067e-05,8.444e-05,,3.594e3,53.08,21.56
444.0,nom,1e-06,3.556e-05,1.067e-05,8.889e-05,,3.601e3,52.75,19.44
445.0,nom,1e-06,3.556e-05,1.067e-05,9.333e-05,,3.634e3,53.26,18.19
446.0,nom,1e-06,3.556e-05,1.067e-05,9.778e-05,,3.619e3,52.13,17.32
447.0,nom,1e-06,3.556e-05,1.067e-05,0.0001022,,3.627e3,51.83,17.15
448.0,nom,1e-06,3.556e-05,1.067e-05,0.00010669999999999999,,3.636e3,51.42,17.08
449.0,nom,1e-06,3.556e-05,1.067e-05,0.0001111,,3.646e3,51.16,17.25
450.0,nom,1e-06,3.556e-05,1.067e-05,0.00011559999999999999,,3.655e3,50.86,17.58
451.0,nom,1e-06,3.556e-05,1.067e-05,0.00011999999999999999,,3.666e3,50.63,18.03
452.0,nom,1e-06,3.556e-05,1.111e-05,0.0001,,3.537e3,51.33,17.37
453.0,nom,1e-06,3.556e-05,1.111e-05,8e-05,,3.499e3,52.68,24.81
454.0,nom,1e-06,3.556e-05,1.111e-05,8.444e-05,,3.51e3,52.45,21.69
455.0,nom,1e-06,3.556e-05,1.111e-05,8.889e-05,,3.518e3,52.17,19.56
456.0,nom,1e-06,3.556e-05,1.111e-05,9.333e-05,,3.541e3,52.34,18.41
457.0,nom,1e-06,3.556e-05,1.111e-05,9.778e-05,,3.534e3,51.55,17.62
458.0,nom,1e-06,3.556e-05,1.111e-05,0.0001022,,3.542e3,51.25,17.38
459.0,nom,1e-06,3.556e-05,1.111e-05,0.00010669999999999999,,3.551e3,50.9,17.38
460.0,nom,1e-06,3.556e-05,1.111e-05,0.0001111,,3.558e3,50.56,17.54
461.0,nom,1e-06,3.556e-05,1.111e-05,0.00011559999999999999,,3.569e3,50.33,17.97
462.0,nom,1e-06,3.556e-05,1.111e-05,0.00011999999999999999,,3.577e3,49.98,18.28
463.0,nom,1e-06,3.556e-05,1.156e-05,0.0001,,3.452e3,50.75,17.72
464.0,nom,1e-06,3.556e-05,1.156e-05,8e-05,,3.416e3,52.04,25.47
465.0,nom,1e-06,3.556e-05,1.156e-05,8.444e-05,,3.428e3,51.85,21.79
466.0,nom,1e-06,3.556e-05,1.156e-05,8.889e-05,,3.439e3,51.63,19.68
467.0,nom,1e-06,3.556e-05,1.156e-05,9.333e-05,,3.459e3,51.76,18.67
468.0,nom,1e-06,3.556e-05,1.156e-05,9.778e-05,,3.449e3,50.89,17.77
469.0,nom,1e-06,3.556e-05,1.156e-05,0.0001022,,3.459e3,50.63,17.64
470.0,nom,1e-06,3.556e-05,1.156e-05,0.00010669999999999999,,3.47e3,50.43,17.82
471.0,nom,1e-06,3.556e-05,1.156e-05,0.0001111,,3.476e3,50.07,17.92
472.0,nom,1e-06,3.556e-05,1.156e-05,0.00011559999999999999,,3.487e3,49.85,18.39
473.0,nom,1e-06,3.556e-05,1.156e-05,0.00011999999999999999,,3.496e3,49.61,18.79
474.0,nom,1e-06,3.556e-05,1.2e-05,0.0001,,3.376e3,50.25,17.99
475.0,nom,1e-06,3.556e-05,1.2e-05,8e-05,,3.345e3,51.54,23.94
476.0,nom,1e-06,3.556e-05,1.2e-05,8.444e-05,,3.353e3,51.32,21.69
477.0,nom,1e-06,3.556e-05,1.2e-05,8.889e-05,,3.359e3,51,19.88
478.0,nom,1e-06,3.556e-05,1.2e-05,9.333e-05,,3.382e3,51.22,18.95
479.0,nom,1e-06,3.556e-05,1.2e-05,9.778e-05,,3.375e3,50.48,18.23
480.0,nom,1e-06,3.556e-05,1.2e-05,0.0001022,,3.376e3,49.97,17.74
481.0,nom,1e-06,3.556e-05,1.2e-05,0.00010669999999999999,,3.387e3,49.77,17.94
482.0,nom,1e-06,3.556e-05,1.2e-05,0.0001111,,3.398e3,49.6,18.37
483.0,nom,1e-06,3.556e-05,1.2e-05,0.00011559999999999999,,3.402e3,49.17,18.49
484.0,nom,1e-06,3.556e-05,1.2e-05,0.00011999999999999999,,3.412e3,48.93,18.96
485.0,nom,1e-06,3.733e-05,1e-05,0.0001,,3.751e3,52.24,15.11
486.0,nom,1e-06,3.733e-05,1e-05,8e-05,,3.706e3,53.58,24.56
487.0,nom,1e-06,3.733e-05,1e-05,8.444e-05,,3.721e3,53.47,20.05
488.0,nom,1e-06,3.733e-05,1e-05,8.889e-05,,3.726e3,53.04,17.66
489.0,nom,1e-06,3.733e-05,1e-05,9.333e-05,,3.741e3,52.9,16.21
490.0,nom,1e-06,3.733e-05,1e-05,9.778e-05,,3.747e3,52.43,15.35
491.0,nom,1e-06,3.733e-05,1e-05,0.0001022,,3.757e3,52.12,15.1
492.0,nom,1e-06,3.733e-05,1e-05,0.00010669999999999999,,3.769e3,51.88,15.23
493.0,nom,1e-06,3.733e-05,1e-05,0.0001111,,3.774e3,51.37,15.17
494.0,nom,1e-06,3.733e-05,1e-05,0.00011559999999999999,,3.789e3,51.32,15.83
495.0,nom,1e-06,3.733e-05,1e-05,0.00011999999999999999,,3.795e3,50.77,15.97
496.0,nom,1e-06,3.733e-05,8e-06,0.0001,,4.236e3,55.03,13.81
497.0,nom,1e-06,3.733e-05,8e-06,8e-05,,4.163e3,56.75,21.1
498.0,nom,1e-06,3.733e-05,8e-06,8.444e-05,,4.171e3,56.22,20.56
499.0,nom,1e-06,3.733e-05,8e-06,8.889e-05,,4.188e3,55.86,17.37
500.0,nom,1e-06,3.733e-05,8e-06,9.333e-05,,4.203e3,55.44,15.23
501.0,nom,1e-06,3.733e-05,8e-06,9.778e-05,,4.223e3,55.1,14.03
502.0,nom,1e-06,3.733e-05,8e-06,0.0001022,,4.242e3,54.74,13.48
503.0,nom,1e-06,3.733e-05,8e-06,0.00010669999999999999,,4.262e3,54.44,13.4
504.0,nom,1e-06,3.733e-05,8e-06,0.0001111,,4.279e3,54.01,13.42
505.0,nom,1e-06,3.733e-05,8e-06,0.00011559999999999999,,4.297e3,53.57,13.67
506.0,nom,1e-06,3.733e-05,8e-06,0.00011999999999999999,,4.318e3,53.24,14.08
507.0,nom,1e-06,3.733e-05,8.443999999999999e-06,0.0001,,4.099e3,54.29,13.94
508.0,nom,1e-06,3.733e-05,8.443999999999999e-06,8e-05,,4.051e3,55.96,22.63
509.0,nom,1e-06,3.733e-05,8.443999999999999e-06,8.444e-05,,4.061e3,55.57,20.42
510.0,nom,1e-06,3.733e-05,8.443999999999999e-06,8.889e-05,,4.071e3,55.2,17.39
511.0,nom,1e-06,3.733e-05,8.443999999999999e-06,9.333e-05,,4.081e3,54.78,15.36
512.0,nom,1e-06,3.733e-05,8.443999999999999e-06,9.778e-05,,4.094e3,54.52,14.32
513.0,nom,1e-06,3.733e-05,8.443999999999999e-06,0.0001022,,4.106e3,54.17,13.81
514.0,nom,1e-06,3.733e-05,8.443999999999999e-06,0.00010669999999999999,,4.118e3,53.86,13.73
515.0,nom,1e-06,3.733e-05,8.443999999999999e-06,0.0001111,,4.132e3,53.62,14.02
516.0,nom,1e-06,3.733e-05,8.443999999999999e-06,0.00011559999999999999,,4.139e3,52.98,14.01
517.0,nom,1e-06,3.733e-05,8.443999999999999e-06,0.00011999999999999999,,4.15e3,52.56,14.33
518.0,nom,1e-06,3.733e-05,8.888999999999999e-06,0.0001,,3.993e3,53.68,14.26
519.0,nom,1e-06,3.733e-05,8.888999999999999e-06,8e-05,,3.949e3,55.36,22.03
520.0,nom,1e-06,3.733e-05,8.888999999999999e-06,8.444e-05,,3.96e3,55.02,20.02
521.0,nom,1e-06,3.733e-05,8.888999999999999e-06,8.889e-05,,3.969e3,54.64,17.38
522.0,nom,1e-06,3.733e-05,8.888999999999999e-06,9.333e-05,,3.978e3,54.19,15.54
523.0,nom,1e-06,3.733e-05,8.888999999999999e-06,9.778e-05,,3.989e3,53.9,14.59
524.0,nom,1e-06,3.733e-05,8.888999999999999e-06,0.0001022,,4.004e3,53.78,14.37
525.0,nom,1e-06,3.733e-05,8.888999999999999e-06,0.00010669999999999999,,4.01e3,53.17,14.05
526.0,nom,1e-06,3.733e-05,8.888999999999999e-06,0.0001111,,4.021e3,52.8,14.2
527.0,nom,1e-06,3.733e-05,8.888999999999999e-06,0.00011559999999999999,,4.033e3,52.51,14.56
528.0,nom,1e-06,3.733e-05,8.888999999999999e-06,0.00011999999999999999,,4.042e3,51.98,14.78
529.0,nom,1e-06,3.733e-05,9.333e-06,0.0001,,3.893e3,53.24,15.08
530.0,nom,1e-06,3.733e-05,9.333e-06,8e-05,,3.845e3,54.53,24.64
531.0,nom,1e-06,3.733e-05,9.333e-06,8.444e-05,,3.858e3,54.3,20.33
532.0,nom,1e-06,3.733e-05,9.333e-06,8.889e-05,,3.873e3,54.15,17.39
533.0,nom,1e-06,3.733e-05,9.333e-06,9.333e-05,,3.883e3,53.8,15.85
534.0,nom,1e-06,3.733e-05,9.333e-06,9.778e-05,,3.89e3,53.26,14.88
535.0,nom,1e-06,3.733e-05,9.333e-06,0.0001022,,3.901e3,53.02,14.6
536.0,nom,1e-06,3.733e-05,9.333e-06,0.00010669999999999999,,3.913e3,52.78,14.68
537.0,nom,1e-06,3.733e-05,9.333e-06,0.0001111,,3.919e3,52.24,14.59
538.0,nom,1e-06,3.733e-05,9.333e-06,0.00011559999999999999,,3.929e3,51.87,14.97
539.0,nom,1e-06,3.733e-05,9.333e-06,0.00011999999999999999,,3.944e3,51.73,15.53
540.0,nom,1e-06,3.733e-05,9.778e-06,0.0001,,3.796e3,52.52,14.91
541.0,nom,1e-06,3.733e-05,9.778e-06,8e-05,,3.759e3,54.13,22.32
542.0,nom,1e-06,3.733e-05,9.778e-06,8.444e-05,,3.765e3,53.71,20.07
543.0,nom,1e-06,3.733e-05,9.778e-06,8.889e-05,,3.77e3,53.28,17.64
544.0,nom,1e-06,3.733e-05,9.778e-06,9.333e-05,,3.783e3,53.02,15.98
545.0,nom,1e-06,3.733e-05,9.778e-06,9.778e-05,,3.792e3,52.69,15.16
546.0,nom,1e-06,3.733e-05,9.778e-06,0.0001022,,3.803e3,52.41,14.91
547.0,nom,1e-06,3.733e-05,9.778e-06,0.00010669999999999999,,3.816e3,52.19,15.05
548.0,nom,1e-06,3.733e-05,9.778e-06,0.0001111,,3.824e3,51.77,15.14
549.0,nom,1e-06,3.733e-05,9.778e-06,0.00011559999999999999,,3.831e3,51.31,15.31
550.0,nom,1e-06,3.733e-05,9.778e-06,0.00011999999999999999,,3.84e3,50.92,15.65
551.0,nom,1e-06,3.733e-05,1.022e-05,0.0001,,3.709e3,52.11,15.47
552.0,nom,1e-06,3.733e-05,1.022e-05,8e-05,,3.667e3,53.45,22.78
553.0,nom,1e-06,3.733e-05,1.022e-05,8.444e-05,,3.673e3,53.05,20.3
554.0,nom,1e-06,3.733e-05,1.022e-05,8.889e-05,,3.685e3,52.79,17.64
555.0,nom,1e-06,3.733e-05,1.022e-05,9.333e-05,,3.696e3,52.61,16.33
556.0,nom,1e-06,3.733e-05,1.022e-05,9.778e-05,,3.701e3,52.15,15.49
557.0,nom,1e-06,3.733e-05,1.022e-05,0.0001022,,3.713e3,51.92,15.34
558.0,nom,1e-06,3.733e-05,1.022e-05,0.00010669999999999999,,3.72e3,51.47,15.23
559.0,nom,1e-06,3.733e-05,1.022e-05,0.0001111,,3.731e3,51.23,15.55
560.0,nom,1e-06,3.733e-05,1.022e-05,0.00011559999999999999,,3.737e3,50.73,15.64
561.0,nom,1e-06,3.733e-05,1.022e-05,0.00011999999999999999,,3.747e3,50.46,16.1
562.0,nom,1e-06,3.733e-05,1.067e-05,0.0001,,3.62e3,51.48,15.73
563.0,nom,1e-06,3.733e-05,1.067e-05,8e-05,,3.58e3,52.83,23
564.0,nom,1e-06,3.733e-05,1.067e-05,8.444e-05,,3.589e3,52.54,20.12
565.0,nom,1e-06,3.733e-05,1.067e-05,8.889e-05,,3.592e3,52.05,17.82
566.0,nom,1e-06,3.733e-05,1.067e-05,9.333e-05,,3.603e3,51.84,16.42
567.0,nom,1e-06,3.733e-05,1.067e-05,9.778e-05,,3.615e3,51.64,15.84
568.0,nom,1e-06,3.733e-05,1.067e-05,0.0001022,,3.621e3,51.18,15.46
569.0,nom,1e-06,3.733e-05,1.067e-05,0.00010669999999999999,,3.631e3,50.93,15.58
570.0,nom,1e-06,3.733e-05,1.067e-05,0.0001111,,3.638e3,50.54,15.71
571.0,nom,1e-06,3.733e-05,1.067e-05,0.00011559999999999999,,3.65e3,50.37,16.2
572.0,nom,1e-06,3.733e-05,1.067e-05,0.00011999999999999999,,3.658e3,49.98,16.57
573.0,nom,1e-06,3.733e-05,1.111e-05,0.0001,,3.534e3,50.85,15.93
574.0,nom,1e-06,3.733e-05,1.111e-05,8e-05,,3.498e3,52.25,22.87
575.0,nom,1e-06,3.733e-05,1.111e-05,8.444e-05,,3.502e3,51.84,20.4
576.0,nom,1e-06,3.733e-05,1.111e-05,8.889e-05,,3.515e3,51.71,17.99
